name,song,lyric,type
Taylor Swift,Lover,We could leave the Christmas lights up 'til January And this is our place. we make the rules And there's a dazzling haze. a mysterious way about you. dear Have I known you 20 seconds or 20 years?  Can I go where you go? Can we always be this close? Forever and ever. ah Take me out. and take me home You're my. my. my. my lover  We could let our friends crash in the living room This is our place. we make the call And I'm highly suspicious that everyone who sees you wants you I've loved you three summers now. honey. but I want 'em all  Can I go where you go? Can we always be this close? Forever and ever. ah Take me out. and take me home (Forever and ever) You're my. my. my. my lover  Ladies and gentlemen. will you please stand? With every guitar string scar on my hand I take this magnetic force of a man to be my lover My heart's been borrowed and yours has been blue All's well that ends well to end up with you Swear to be overdramatic and true to my lover And you'll save all your dirtiest jokes for me And at every table. I'll save you a seat. lover  Can I go where you go? Can we always be this close? Forever and ever. ah Take me out. and take me home (Forever and ever) You're my. my. my. my Oh. you're my. my. my. my Darling. you're my. my. my. my loverTaylor Swift,Look What You Made Me Do,I don't like your little games Don't like your tilted stage The role you made me play Of the fool. no. I don't like you I don't like your perfect crime How you laugh when you lie You said the gun was mine Isn't cool. no. I don't like you (Oh)  But I got smarter. I got harder in the nick of time Honey. I rose up from the dead. I do it all the time I've got a list of names and yours is in red. underlined I check it once. then I check it twice. oh!  Ooh. look what you made me do Look what you made me do Look what you just made me do Look what you just made me-- Ooh. look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  I don't like your kingdom keys They once belonged to me You asked me for a place to sleep Locked me out and threw a feast (What?) The world moves on. another day. another drama. drama But not for me. not for me. all I think about is karma And then the world moves on. but one thing's for sure Maybe I got mine. but you'll all get yours  But I got smarter. I got harder in the nick of time Honey. I rose up from the dead. I do it all the time I've got a list of names and yours is in red. underlined I check it once. then I check it twice. oh!  Ooh. look what you made me do Look what you made me do Look what you just made me do Look what you just made me-- Ooh. look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams (Ooh. look what you made me do Look what you made me do Look what you just made me do Look what you just made me-- Ooh. look what you made me do Look what you made me do Look what you just made me--) "I'm sorry. the old Taylor can't come to the phone right now "Why? Oh. 'cause she's dead!" (Oh)  Ooh. look what you made me do Look what you made me do Look what you just made me do Look what you just made me-- Ooh. look what you made me do Look what you made me do Look what you just made me do Look what you just made me do Ooh. look what you made me do Look what you made me do Look what you just made me do Look what you just made me-- Ooh. look what you made me do Look what you made me do Look what you just made me do Look what you just made me do
